ra,fase,idade,ano_ingresso,iaa,ieg,ips,ida,ipv,ian,defasagem,inde,ano,fase_num,anos_na_pm,risco_defasagem_atual,gap_iaa_ida,gap_ieg_ida,media_indicadores,indicadores_baixos_qtd,fase_grupo,risco_proximo_ano,ano_origem
RA-483,1,11.0,2019,9.0,4.8,5.0,11.0,6.833,5.0,-1,5.263,2022,1.0,3.0,1.0,-2.0,-6.2,6.938833333333334,3,1,1,2022
RA-484,1,11.0,2022,9.5,8.7,5.0,11.0,6.389,5.0,-1,6.71,2022,1.0,0.0,1.0,-1.5,-2.3000000000000007,7.598166666666668,2,1,1,2022
RA-486,1,10.0,2020,10.0,9.9,7.5,10.0,7.222,5.0,-1,7.621,2022,1.0,2.0,1.0,0.0,-0.09999999999999964,8.270333333333333,1,1,0,2022
RA-487,1,10.0,2019,7.5,9.7,7.5,10.0,9.333,5.0,-1,8.417,2022,1.0,3.0,1.0,-2.5,-0.3000000000000007,8.172166666666667,1,1,0,2022
RA-490,1,10.0,2022,7.9,8.2,7.5,10.0,8.722,5.0,-1,7.576,2022,1.0,0.0,1.0,-2.0999999999999996,-1.8000000000000007,7.8870000000000005,1,1,0,2022
RA-491,1,11.0,2022,7.5,9.7,7.5,11.0,7.722,5.0,-1,7.461,2022,1.0,0.0,1.0,-3.5,-1.3000000000000007,8.070333333333334,1,1,0,2022
RA-493,1,9.0,2020,10.0,9.4,7.5,9.0,8.278,10.0,0,8.306,2022,1.0,2.0,0.0,1.0,0.40000000000000036,9.029666666666666,0,1,0,2022
RA-494,1,11.0,2022,6.4,8.3,5.0,11.0,6.944,5.0,-1,6.407,2022,1.0,0.0,1.0,-4.6,-2.6999999999999993,7.107333333333334,2,1,1,2022
RA-495,1,11.0,2022,9.0,8.9,7.5,11.0,8.056,5.0,-1,7.857,2022,1.0,0.0,1.0,-2.0,-2.0999999999999996,8.242666666666667,1,1,1,2022
RA-496,1,11.0,2018,8.5,6.8,7.5,11.0,7.556,5.0,-1,6.683,2022,1.0,4.0,1.0,-2.5,-4.2,7.725999999999999,1,1,1,2022
RA-497,1,13.0,2016,6.9,9.2,5.0,13.0,5.833,5.0,-2,6.323,2022,1.0,6.0,1.0,-6.1,-3.8000000000000007,7.488833333333333,3,1,1,2022
RA-499,1,10.0,2020,8.5,10.0,7.5,10.0,7.444,5.0,-1,7.826,2022,1.0,2.0,1.0,-1.5,0.0,8.074,1,1,0,2022
RA-500,1,10.0,2020,9.0,10.0,7.5,10.0,7.889,5.0,-1,8.232,2022,1.0,2.0,1.0,-1.0,0.0,8.2315,1,1,0,2022
RA-501,1,9.0,2021,8.5,8.8,7.5,9.0,7.333,10.0,0,7.794,2022,1.0,1.0,0.0,-0.5,-0.1999999999999993,8.522166666666665,0,1,1,2022
RA-502,1,8.0,2021,9.5,9.7,7.5,8.0,7.778,10.0,1,8.287,2022,1.0,1.0,0.0,1.5,1.6999999999999993,8.746333333333334,0,1,0,2022
RA-503,1,10.0,2020,8.5,10.0,7.5,10.0,7.5,5.0,-1,7.95,2022,1.0,2.0,1.0,-1.5,0.0,8.083333333333334,1,1,0,2022
RA-504,1,9.0,2021,8.5,8.9,7.5,9.0,7.556,10.0,0,8.072,2022,1.0,1.0,0.0,-0.5,-0.09999999999999964,8.575999999999999,0,1,0,2022
RA-506,1,12.0,2020,9.5,7.3,7.5,12.0,7.278,5.0,-2,7.132,2022,1.0,2.0,1.0,-2.5,-4.7,8.096333333333332,1,1,1,2022
RA-508,1,10.0,2022,8.0,7.4,7.5,10.0,7.556,5.0,-1,6.575,2022,1.0,0.0,1.0,-2.0,-2.5999999999999996,7.576,1,1,0,2022
RA-509,1,12.0,2018,9.0,8.2,7.5,12.0,7.833,5.0,-2,7.808,2022,1.0,4.0,1.0,-3.0,-3.8000000000000007,8.2555,1,1,1,2022
RA-513,1,9.0,2021,9.0,9.6,5.6,9.0,7.778,10.0,0,8.229,2022,1.0,1.0,0.0,0.0,0.5999999999999996,8.496333333333334,1,1,0,2022
RA-514,1,9.0,2022,8.0,9.7,7.5,9.0,5.889,10.0,0,7.039,2022,1.0,0.0,0.0,-1.0,0.6999999999999993,8.348166666666668,1,1,1,2022
RA-516,1,9.0,2019,10.0,9.7,7.5,9.0,8.056,10.0,0,8.903,2022,1.0,3.0,0.0,1.0,0.6999999999999993,9.042666666666667,0,1,0,2022
RA-517,1,12.0,2017,6.9,9.5,7.5,12.0,7.833,5.0,-2,7.604,2022,1.0,5.0,1.0,-5.1,-2.5,8.122166666666667,1,1,1,2022
RA-518,1,10.0,2022,9.0,9.4,7.5,10.0,7.5,5.0,-1,7.661,2022,1.0,0.0,1.0,-1.0,-0.5999999999999996,8.066666666666666,1,1,0,2022
RA-519,1,9.0,2022,7.4,9.6,7.5,9.0,7.333,10.0,0,8.0,2022,1.0,0.0,0.0,-1.5999999999999996,0.5999999999999996,8.472166666666666,0,1,1,2022
RA-521,1,9.0,2022,9.0,10.0,5.0,9.0,7.5,10.0,0,7.725,2022,1.0,0.0,0.0,0.0,1.0,8.416666666666666,1,1,1,2022
RA-522,1,9.0,2021,9.5,9.1,7.5,9.0,8.167,10.0,0,8.306,2022,1.0,1.0,0.0,0.5,0.09999999999999964,8.877833333333333,0,1,1,2022
RA-524,1,11.0,2019,0.0,9.4,5.0,11.0,8.056,5.0,-1,6.947,2022,1.0,3.0,1.0,-11.0,-1.5999999999999996,6.409333333333333,3,1,1,2022
RA-525,1,11.0,2021,9.0,9.3,7.5,11.0,8.167,5.0,-1,8.013,2022,1.0,1.0,1.0,-2.0,-1.6999999999999993,8.327833333333333,1,1,1,2022
RA-526,1,12.0,2022,10.0,9.9,7.5,12.0,8.167,5.0,-2,8.079,2022,1.0,0.0,1.0,-2.0,-2.0999999999999996,8.761166666666666,1,1,1,2022
RA-527,1,9.0,2022,8.5,10.0,7.5,9.0,7.5,10.0,0,8.025,2022,1.0,0.0,0.0,-0.5,1.0,8.75,0,1,1,2022
RA-528,1,11.0,2021,0.0,6.2,7.5,11.0,6.944,5.0,-1,5.335,2022,1.0,1.0,1.0,-11.0,-4.8,6.107333333333333,2,1,1,2022
RA-529,1,12.0,2020,8.5,8.9,5.0,12.0,6.556,5.0,-2,6.51,2022,1.0,2.0,1.0,-3.5,-3.0999999999999996,7.659333333333333,2,1,1,2022
RA-530,1,10.0,2019,10.0,9.0,7.5,10.0,9.056,5.0,-1,8.338,2022,1.0,3.0,1.0,0.0,-1.0,8.426,1,1,0,2022
RA-531,1,10.0,2022,9.5,9.8,7.5,10.0,8.167,5.0,-1,8.057,2022,1.0,0.0,1.0,-0.5,-0.1999999999999993,8.327833333333333,1,1,0,2022
RA-533,1,10.0,2022,8.5,8.8,5.6,10.0,7.333,5.0,-1,6.962,2022,1.0,0.0,1.0,-1.5,-1.1999999999999993,7.538833333333333,2,1,1,2022
RA-534,1,12.0,2021,9.0,7.4,7.5,12.0,7.333,5.0,-2,7.131,2022,1.0,1.0,1.0,-3.0,-4.6,8.038833333333333,1,1,1,2022
RA-535,1,10.0,2019,9.0,9.2,7.5,10.0,6.917,5.0,-1,6.953,2022,1.0,3.0,1.0,-1.0,-0.8000000000000007,7.936166666666668,1,1,0,2022
RA-536,1,10.0,2020,9.5,8.9,5.6,10.0,7.75,5.0,-1,7.106,2022,1.0,2.0,1.0,-0.5,-1.0999999999999996,7.791666666666667,2,1,0,2022
RA-538,1,13.0,2022,8.5,7.5,5.6,13.0,5.583,5.0,-2,6.309,2022,1.0,0.0,1.0,-4.5,-5.5,7.5305,3,1,1,2022
RA-539,1,11.0,2022,8.5,9.3,6.9,11.0,8.417,5.0,-1,7.665,2022,1.0,0.0,1.0,-2.5,-1.6999999999999993,8.186166666666667,1,1,1,2022
RA-540,1,10.0,2019,8.5,9.5,5.6,10.0,7.5,5.0,-1,7.303,2022,1.0,3.0,1.0,-1.5,-0.5,7.683333333333334,2,1,0,2022
RA-542,1,11.0,2019,8.0,9.8,6.3,11.0,7.417,5.0,-1,7.221,2022,1.0,3.0,1.0,-3.0,-1.1999999999999993,7.9195,1,1,1,2022
RA-543,1,10.0,2022,8.5,9.8,4.4,10.0,7.167,5.0,-1,7.05,2022,1.0,0.0,1.0,-1.5,-0.1999999999999993,7.477833333333334,2,1,0,2022
RA-546,1,11.0,2021,9.0,7.9,5.0,11.0,7.917,5.0,-1,6.77,2022,1.0,1.0,1.0,-2.0,-3.0999999999999996,7.636166666666667,2,1,1,2022
RA-547,1,11.0,2019,9.5,9.7,5.0,11.0,8.833,5.0,-1,7.745,2022,1.0,3.0,1.0,-1.5,-1.3000000000000007,8.172166666666667,2,1,1,2022
RA-548,1,12.0,2019,8.0,9.1,6.9,12.0,7.583,5.0,-2,7.292,2022,1.0,3.0,1.0,-4.0,-2.9000000000000004,8.097166666666666,1,1,1,2022
RA-549,1,10.0,2021,10.0,7.9,6.9,10.0,6.167,5.0,-1,6.301,2022,1.0,1.0,1.0,0.0,-2.0999999999999996,7.6611666666666665,1,1,1,2022
RA-551,1,12.0,2018,8.5,7.3,6.9,12.0,7.333,5.0,-2,6.853,2022,1.0,4.0,1.0,-3.5,-4.7,7.8388333333333335,1,1,1,2022
RA-552,1,11.0,2022,9.5,8.8,5.0,11.0,7.167,5.0,-1,6.625,2022,1.0,0.0,1.0,-1.5,-2.1999999999999993,7.7444999999999995,2,1,1,2022
RA-555,1,12.0,2019,9.5,8.1,5.0,12.0,5.167,5.0,-2,5.949,2022,1.0,3.0,1.0,-2.5,-3.9000000000000004,7.461166666666667,3,1,1,2022
RA-556,1,11.0,2018,9.0,8.8,5.0,11.0,8.25,5.0,-1,7.181,2022,1.0,4.0,1.0,-2.0,-2.1999999999999993,7.841666666666666,2,1,1,2022
RA-557,1,10.0,2019,10.0,8.4,7.5,10.0,9.333,5.0,-1,8.334,2022,1.0,3.0,1.0,0.0,-1.5999999999999996,8.372166666666667,1,1,0,2022
RA-558,1,14.0,2022,9.0,8.5,5.0,14.0,4.5,2.5,-3,5.539,2022,1.0,0.0,1.0,-5.0,-5.5,7.25,3,1,1,2022
RA-559,1,11.0,2021,9.5,9.2,7.5,11.0,8.083,5.0,-1,7.634,2022,1.0,1.0,1.0,-1.5,-1.8000000000000007,8.3805,1,1,1,2022
RA-560,1,11.0,2020,6.9,7.2,5.0,11.0,3.75,5.0,-1,4.949,2022,1.0,2.0,1.0,-4.1,-3.8,6.4750000000000005,3,1,1,2022
RA-562,1,11.0,2021,8.0,9.0,7.5,11.0,8.75,5.0,-1,7.855,2022,1.0,1.0,1.0,-3.0,-2.0,8.208333333333334,1,1,1,2022
RA-563,1,11.0,2020,10.0,9.2,7.5,11.0,8.833,5.0,-1,8.22,2022,1.0,2.0,1.0,-1.0,-1.8000000000000007,8.588833333333334,1,1,0,2022
RA-566,1,12.0,2022,9.5,8.4,7.5,12.0,7.917,5.0,-2,7.729,2022,1.0,0.0,1.0,-2.5,-3.5999999999999996,8.386166666666666,1,1,1,2022
RA-568,1,14.0,2018,8.0,8.6,6.9,14.0,7.944,2.5,-3,7.306,2022,1.0,4.0,1.0,-6.0,-5.4,7.990666666666667,1,1,1,2022
RA-570,1,10.0,2019,9.0,7.0,7.5,10.0,6.778,5.0,-1,5.722,2022,1.0,3.0,1.0,-1.0,-3.0,7.546333333333333,1,1,1,2022
RA-571,1,11.0,2019,8.5,8.8,7.5,11.0,6.944,5.0,-1,6.589,2022,1.0,3.0,1.0,-2.5,-2.1999999999999993,7.957333333333334,1,1,1,2022
RA-573,1,11.0,2020,9.5,9.9,7.5,11.0,8.944,5.0,-1,8.261,2022,1.0,2.0,1.0,-1.5,-1.0999999999999996,8.640666666666666,1,1,1,2022
RA-574,1,10.0,2022,9.5,7.2,5.0,10.0,6.944,5.0,-1,6.86,2022,1.0,0.0,1.0,-0.5,-2.8,7.274,2,1,0,2022
RA-576,1,10.0,2022,9.5,9.1,7.5,10.0,7.111,5.0,-1,7.59,2022,1.0,0.0,1.0,-0.5,-0.9000000000000004,8.035166666666667,1,1,1,2022
RA-577,1,10.0,2022,9.5,9.3,7.5,10.0,7.111,5.0,-1,7.862,2022,1.0,0.0,1.0,-0.5,-0.6999999999999993,8.068499999999998,1,1,1,2022
RA-578,1,10.0,2019,9.5,10.0,8.8,10.0,9.611,5.0,-1,8.814,2022,1.0,3.0,1.0,-0.5,0.0,8.8185,1,1,0,2022
RA-580,1,10.0,2020,8.0,9.6,7.5,10.0,7.167,5.0,-1,7.525,2022,1.0,2.0,1.0,-2.0,-0.40000000000000036,7.877833333333334,1,1,1,2022
RA-581,1,10.0,2019,7.5,8.9,7.5,10.0,5.889,5.0,-1,6.464,2022,1.0,3.0,1.0,-2.5,-1.0999999999999996,7.464833333333334,2,1,1,2022
RA-583,1,12.0,2019,8.5,9.4,7.5,12.0,7.333,5.0,-2,7.456,2022,1.0,3.0,1.0,-3.5,-2.5999999999999996,8.288833333333333,1,1,1,2022
RA-584,1,10.0,2019,8.0,8.5,7.5,10.0,7.333,5.0,-1,6.714,2022,1.0,3.0,1.0,-2.0,-1.5,7.722166666666666,1,1,0,2022
RA-586,1,10.0,2021,10.0,9.6,5.6,10.0,8.778,5.0,-1,7.988,2022,1.0,1.0,1.0,0.0,-0.40000000000000036,8.163,2,1,0,2022
RA-587,1,10.0,2022,9.5,9.3,7.5,10.0,6.167,5.0,-1,6.632,2022,1.0,0.0,1.0,-0.5,-0.6999999999999993,7.9111666666666665,1,1,1,2022
RA-588,1,9.0,2021,9.5,10.0,5.6,9.0,8.278,10.0,0,8.622,2022,1.0,1.0,0.0,0.5,1.0,8.729666666666667,1,1,0,2022
RA-590,1,10.0,2020,8.5,8.6,7.5,10.0,7.611,5.0,-1,7.435,2022,1.0,2.0,1.0,-1.5,-1.4000000000000004,7.8685,1,1,0,2022
RA-591,1,11.0,2021,9.5,9.3,7.5,11.0,7.389,5.0,-1,7.507,2022,1.0,1.0,1.0,-1.5,-1.6999999999999993,8.2815,1,1,1,2022
RA-592,1,10.0,2020,8.0,8.5,5.6,10.0,7.778,5.0,-1,7.381,2022,1.0,2.0,1.0,-2.0,-1.5,7.479666666666667,2,1,0,2022
RA-594,1,10.0,2022,8.0,9.4,7.5,10.0,6.889,5.0,-1,7.392,2022,1.0,0.0,1.0,-2.0,-0.5999999999999996,7.798166666666667,1,1,1,2022
RA-595,1,12.0,2018,8.5,5.5,7.5,12.0,6.0,5.0,-2,5.18,2022,1.0,4.0,1.0,-3.5,-6.5,7.416666666666667,2,1,1,2022
RA-597,1,9.0,2022,9.0,10.0,7.5,9.0,7.056,10.0,0,8.265,2022,1.0,0.0,0.0,0.0,1.0,8.759333333333332,0,1,1,2022
RA-599,1,10.0,2022,9.5,9.2,7.5,10.0,8.556,5.0,-1,8.2,2022,1.0,0.0,1.0,-0.5,-0.8000000000000007,8.292666666666667,1,1,0,2022
RA-600,1,9.0,2021,8.5,8.4,7.5,9.0,6.833,10.0,0,7.011,2022,1.0,1.0,0.0,-0.5,-0.5999999999999996,8.372166666666667,0,1,1,2022
RA-601,1,8.0,2021,9.0,9.7,7.5,8.0,7.167,10.0,1,7.713,2022,1.0,1.0,0.0,1.0,1.6999999999999993,8.561166666666667,0,1,0,2022
RA-602,1,11.0,2019,10.0,9.7,7.5,11.0,7.667,5.0,-1,8.041,2022,1.0,3.0,1.0,-1.0,-1.3000000000000007,8.477833333333335,1,1,1,2022
RA-603,1,11.0,2022,9.0,9.5,7.5,11.0,8.0,5.0,-1,7.78,2022,1.0,0.0,1.0,-2.0,-1.5,8.333333333333334,1,1,0,2022
RA-604,1,10.0,2021,9.0,9.0,7.5,10.0,8.333,5.0,-1,8.018,2022,1.0,1.0,1.0,-1.0,-1.0,8.138833333333332,1,1,0,2022
RA-605,1,12.0,2021,6.9,9.3,6.9,12.0,7.556,5.0,-2,7.276,2022,1.0,1.0,1.0,-5.1,-2.6999999999999993,7.942666666666667,1,1,1,2022
RA-606,1,10.0,2022,9.5,9.0,7.5,10.0,6.111,5.0,-1,6.127,2022,1.0,0.0,1.0,-0.5,-1.0,7.8518333333333326,1,1,1,2022
RA-607,1,10.0,2022,6.8,8.1,7.5,10.0,7.444,5.0,-1,6.44,2022,1.0,0.0,1.0,-3.2,-1.9000000000000004,7.474,1,1,1,2022
RA-608,1,10.0,2022,7.8,9.6,7.5,10.0,7.222,5.0,-1,7.216,2022,1.0,0.0,1.0,-2.2,-0.40000000000000036,7.853666666666666,1,1,1,2022
RA-609,1,11.0,2019,8.5,7.6,7.5,11.0,7.056,5.0,-1,6.794,2022,1.0,3.0,1.0,-2.5,-3.4000000000000004,7.776,1,1,1,2022
RA-610,1,9.0,2022,9.0,9.6,7.5,9.0,8.5,10.0,0,8.18,2022,1.0,0.0,0.0,0.0,0.5999999999999996,8.933333333333334,0,1,0,2022
RA-612,1,10.0,2021,9.0,9.2,7.5,10.0,7.167,5.0,-1,7.594,2022,1.0,1.0,1.0,-1.0,-0.8000000000000007,7.977833333333334,1,1,1,2022
RA-613,1,13.0,2020,9.0,9.2,7.5,13.0,8.556,5.0,-2,8.121,2022,1.0,2.0,1.0,-4.0,-3.8000000000000007,8.709333333333333,1,1,1,2022
RA-614,1,12.0,2021,9.5,9.7,7.5,12.0,8.278,5.0,-2,8.339,2022,1.0,1.0,1.0,-2.5,-2.3000000000000007,8.663,1,1,1,2022
RA-615,1,9.0,2020,9.5,9.7,7.5,9.0,6.889,10.0,0,8.086,2022,1.0,2.0,0.0,0.5,0.6999999999999993,8.764833333333334,0,1,1,2022
RA-616,1,12.0,2019,7.4,7.4,7.5,12.0,7.278,5.0,-2,7.303,2022,1.0,3.0,1.0,-4.6,-4.6,7.762999999999999,1,1,1,2022
RA-617,1,11.0,2021,8.5,8.9,7.5,11.0,6.778,5.0,-1,7.107,2022,1.0,1.0,1.0,-2.5,-2.0999999999999996,7.946333333333333,1,1,1,2022
RA-618,1,13.0,2020,8.9,8.3,7.5,13.0,7.333,5.0,-2,7.18,2022,1.0,2.0,1.0,-4.1,-4.699999999999999,8.338833333333334,1,1,1,2022
RA-619,1,11.0,2021,9.5,8.0,7.5,11.0,7.333,5.0,-1,7.693,2022,1.0,1.0,1.0,-1.5,-3.0,8.0555,1,1,0,2022
RA-620,1,12.0,2021,0.0,7.5,7.5,12.0,6.833,5.0,-2,6.018,2022,1.0,1.0,1.0,-12.0,-4.5,6.472166666666666,2,1,1,2022
RA-623,1,13.0,2022,7.5,9.0,7.5,13.0,7.389,5.0,-2,7.524,2022,1.0,0.0,1.0,-5.5,-4.0,8.2315,1,1,1,2022
RA-624,1,10.0,2022,9.0,8.9,7.5,10.0,7.722,5.0,-1,7.425,2022,1.0,0.0,1.0,-1.0,-1.0999999999999996,8.020333333333333,1,1,1,2022
RA-626,1,11.0,2021,7.4,7.6,7.5,11.0,7.278,5.0,-1,5.818,2022,1.0,1.0,1.0,-3.5999999999999996,-3.4000000000000004,7.629666666666666,1,1,1,2022
RA-628,1,11.0,2022,9.5,7.6,7.5,11.0,7.333,5.0,-1,7.577,2022,1.0,0.0,1.0,-1.5,-3.4000000000000004,7.988833333333333,1,1,1,2022
RA-629,1,9.0,2022,9.0,10.0,7.5,9.0,7.278,10.0,0,8.11,2022,1.0,0.0,0.0,0.0,1.0,8.796333333333333,0,1,1,2022
RA-630,1,9.0,2022,9.5,9.2,7.5,9.0,7.278,10.0,0,8.064,2022,1.0,0.0,0.0,0.5,0.1999999999999993,8.746333333333334,0,1,1,2022
RA-631,1,12.0,2022,8.5,6.8,7.5,12.0,7.222,5.0,-2,6.928,2022,1.0,0.0,1.0,-3.5,-5.2,7.837,1,1,1,2022
RA-632,1,10.0,2022,8.5,9.3,6.9,10.0,6.722,5.0,-1,6.996,2022,1.0,0.0,1.0,-1.5,-0.6999999999999993,7.737000000000001,1,1,0,2022
RA-633,1,11.0,2020,7.3,8.9,7.5,11.0,7.833,5.0,-1,7.476,2022,1.0,2.0,1.0,-3.7,-2.0999999999999996,7.922166666666667,1,1,1,2022
RA-636,1,10.0,2022,8.5,8.0,6.9,10.0,7.389,5.0,-1,7.189,2022,1.0,0.0,1.0,-1.5,-2.0,7.6315,1,1,1,2022
RA-637,1,10.0,2021,8.5,9.0,7.5,10.0,7.0,5.0,-1,7.039,2022,1.0,1.0,1.0,-1.5,-1.0,7.833333333333333,1,1,1,2022
RA-638,1,9.0,2020,8.5,9.3,7.5,9.0,6.278,10.0,0,7.059,2022,1.0,2.0,0.0,-0.5,0.3000000000000007,8.429666666666666,0,1,1,2022
RA-639,1,10.0,2021,8.5,7.4,7.5,10.0,6.611,5.0,-1,6.613,2022,1.0,1.0,1.0,-1.5,-2.5999999999999996,7.501833333333333,1,1,0,2022
RA-640,1,11.0,2022,9.0,8.4,7.5,11.0,6.778,5.0,-1,6.73,2022,1.0,0.0,1.0,-2.0,-2.5999999999999996,7.946333333333333,1,1,1,2022
RA-642,1,10.0,2021,10.0,9.7,6.9,10.0,7.778,5.0,-1,7.75,2022,1.0,1.0,1.0,0.0,-0.3000000000000007,8.229666666666667,1,1,0,2022
RA-643,1,10.0,2022,9.0,8.0,7.5,10.0,6.722,5.0,-1,6.763,2022,1.0,0.0,1.0,-1.0,-2.0,7.703666666666667,1,1,1,2022
RA-644,1,11.0,2021,9.5,8.0,7.5,11.0,8.278,5.0,-1,7.83,2022,1.0,1.0,1.0,-1.5,-3.0,8.213,1,1,1,2022
RA-645,1,10.0,2022,8.5,8.1,7.5,10.0,6.833,5.0,-1,6.086,2022,1.0,0.0,1.0,-1.5,-1.9000000000000004,7.6555,1,1,1,2022
RA-646,1,13.0,2019,8.5,9.8,8.1,13.0,8.389,5.0,-2,8.181,2022,1.0,3.0,1.0,-4.5,-3.1999999999999993,8.798166666666667,1,1,1,2022
RA-647,1,10.0,2022,9.5,8.6,7.5,10.0,7.278,5.0,-1,6.606,2022,1.0,0.0,1.0,-0.5,-1.4000000000000004,7.979666666666667,1,1,1,2022
RA-649,1,12.0,2019,8.5,8.9,5.6,12.0,7.611,5.0,-2,7.302,2022,1.0,3.0,1.0,-3.5,-3.0999999999999996,7.9351666666666665,2,1,1,2022
RA-651,1,10.0,2022,8.5,9.3,7.5,10.0,8.333,5.0,-1,7.866,2022,1.0,0.0,1.0,-1.5,-0.6999999999999993,8.1055,1,1,0,2022
RA-652,1,9.0,2022,8.0,9.6,7.5,9.0,7.5,10.0,0,8.151,2022,1.0,0.0,0.0,-1.0,0.5999999999999996,8.6,0,1,1,2022
RA-653,1,11.0,2022,9.5,9.6,7.5,11.0,7.5,5.0,-1,8.101,2022,1.0,0.0,1.0,-1.5,-1.4000000000000004,8.35,1,1,1,2022
RA-655,1,12.0,2019,7.5,9.2,7.5,12.0,8.389,5.0,-2,7.785,2022,1.0,3.0,1.0,-4.5,-2.8000000000000007,8.264833333333334,1,1,1,2022
RA-656,1,11.0,2020,7.4,7.5,5.6,11.0,7.5,5.0,-1,6.652,2022,1.0,2.0,1.0,-3.5999999999999996,-3.5,7.333333333333333,2,1,1,2022
RA-657,1,12.0,2021,9.5,9.8,7.5,12.0,7.5,5.0,-2,8.093,2022,1.0,1.0,1.0,-2.5,-2.1999999999999993,8.549999999999999,1,1,1,2022
RA-658,1,10.0,2022,10.0,9.3,7.5,10.0,7.917,5.0,-1,7.407,2022,1.0,0.0,1.0,0.0,-0.6999999999999993,8.286166666666666,1,1,0,2022
RA-661,1,11.0,2022,9.0,8.3,7.5,11.0,7.917,5.0,-1,7.593,2022,1.0,0.0,1.0,-2.0,-2.6999999999999993,8.1195,1,1,0,2022
RA-662,1,11.0,2022,9.0,8.8,7.5,11.0,6.083,5.0,-1,7.044,2022,1.0,0.0,1.0,-2.0,-2.1999999999999993,7.897166666666666,1,1,1,2022
RA-663,1,10.0,2022,6.9,8.7,7.5,10.0,5.25,5.0,-1,6.376,2022,1.0,0.0,1.0,-3.0999999999999996,-1.3000000000000007,7.2250000000000005,2,1,1,2022
RA-664,1,10.0,2022,9.5,8.8,7.5,10.0,7.167,5.0,-1,7.277,2022,1.0,0.0,1.0,-0.5,-1.1999999999999993,7.9944999999999995,1,1,1,2022
RA-665,1,11.0,2022,9.0,7.4,7.5,11.0,7.25,5.0,-1,6.996,2022,1.0,0.0,1.0,-2.0,-3.5999999999999996,7.858333333333333,1,1,1,2022
RA-666,1,10.0,2022,9.5,9.1,7.5,10.0,8.833,5.0,-1,7.929,2022,1.0,0.0,1.0,-0.5,-0.9000000000000004,8.322166666666666,1,1,0,2022
RA-667,1,11.0,2021,8.5,5.6,7.5,11.0,5.833,5.0,-1,5.844,2022,1.0,1.0,1.0,-2.5,-5.4,7.238833333333333,3,1,1,2022
RA-668,1,11.0,2022,6.9,3.3,7.5,11.0,3.75,5.0,-1,4.365,2022,1.0,0.0,1.0,-4.1,-7.7,6.241666666666667,3,1,1,2022
RA-669,1,11.0,2022,9.0,9.7,7.5,11.0,7.833,5.0,-1,7.475,2022,1.0,0.0,1.0,-2.0,-1.3000000000000007,8.338833333333334,1,1,0,2022
RA-670,1,10.0,2022,8.0,8.8,7.5,10.0,8.167,5.0,-1,7.451,2022,1.0,0.0,1.0,-2.0,-1.1999999999999993,7.9111666666666665,1,1,0,2022
RA-671,0,9.0,2021,8.5,8.2,8.1,9.0,7.417,5.0,-1,7.617,2022,0.0,1.0,1.0,-0.5,-0.8000000000000007,7.702833333333333,1,ALFA,1,2022
RA-672,0,9.0,2021,8.5,8.5,8.1,9.0,6.75,5.0,-1,7.48,2022,0.0,1.0,1.0,-0.5,-0.5,7.641666666666667,1,ALFA,1,2022
RA-674,0,8.0,2022,9.5,8.7,8.1,8.0,6.333,10.0,0,7.862,2022,0.0,0.0,0.0,1.5,0.6999999999999993,8.438833333333333,0,ALFA,1,2022
RA-675,0,8.0,2022,10.0,6.6,8.1,8.0,7.083,10.0,0,7.576,2022,0.0,0.0,0.0,2.0,-1.4000000000000004,8.297166666666667,0,ALFA,0,2022
RA-677,0,8.0,2021,10.0,9.4,7.5,8.0,8.583,10.0,0,8.358,2022,0.0,1.0,0.0,2.0,1.4000000000000004,8.913833333333333,0,ALFA,1,2022
RA-678,0,9.0,2022,9.0,10.0,6.9,9.0,9.5,5.0,-1,8.0,2022,0.0,0.0,1.0,0.0,1.0,8.233333333333333,1,ALFA,1,2022
RA-679,0,10.0,2020,9.0,8.2,7.5,10.0,7.833,5.0,-2,7.172,2022,0.0,2.0,1.0,-1.0,-1.8000000000000007,7.922166666666667,1,ALFA,1,2022
RA-680,0,10.0,2019,9.5,8.8,7.5,10.0,7.75,5.0,-2,7.518,2022,0.0,3.0,1.0,-0.5,-1.1999999999999993,8.091666666666667,1,ALFA,1,2022
RA-681,0,10.0,2022,8.5,8.5,6.9,10.0,8.0,5.0,-2,7.204,2022,0.0,0.0,1.0,-1.5,-1.5,7.816666666666666,1,ALFA,1,2022
RA-684,0,7.0,2022,9.5,7.5,8.1,7.0,7.917,10.0,0,8.26,2022,0.0,0.0,0.0,2.5,0.5,8.336166666666667,0,ALFA,0,2022
RA-686,0,9.0,2022,7.5,8.6,8.1,9.0,8.083,5.0,-1,7.729,2022,0.0,0.0,1.0,-1.5,-0.40000000000000036,7.7138333333333335,1,ALFA,1,2022
RA-687,0,9.0,2022,8.5,9.0,8.1,9.0,8.0,5.0,-1,7.703,2022,0.0,0.0,1.0,-0.5,0.0,7.933333333333334,1,ALFA,1,2022
RA-688,0,9.0,2022,8.5,9.7,7.5,9.0,7.917,5.0,-1,7.771,2022,0.0,0.0,1.0,-0.5,0.6999999999999993,7.936166666666668,1,ALFA,1,2022
RA-690,0,9.0,2022,9.5,9.5,7.5,9.0,7.417,5.0,-1,7.541,2022,0.0,0.0,1.0,0.5,0.5,7.986166666666667,1,ALFA,1,2022
