ra,fase,idade,ano_ingresso,iaa,ieg,ips,ida,ipv,ian,defasagem,inde,ano,fase_num,anos_na_pm,risco_defasagem_atual,gap_iaa_ida,gap_ieg_ida,media_indicadores,indicadores_baixos_qtd,fase_grupo,risco_proximo_ano,ano_origem
RA-175,FASE 5,,2018,8.8,9.2,2.52,,7.085,5.0,-1,6.569516667,2023,5.0,5.0,1.0,,,6.521000000000001,2,5,1,2023
RA-153,FASE 5,15.0,2018,9.2,7.4,2.52,15.0,7.71,10.0,0,7.289966667,2023,5.0,5.0,0.0,-5.800000000000001,-7.6,8.638333333333334,1,5,0,2023
RA-157,FASE 5,13.0,2018,7.1,9.9,2.52,13.0,8.63,10.0,2,7.879008333,2023,5.0,5.0,0.0,-5.9,-3.0999999999999996,8.525,1,5,0,2023
RA-1207,FASE 5,,2023,8.8,9.0,5.0,,7.63,10.0,0,7.58235,2023,5.0,0.0,0.0,,,8.086,1,5,1,2023
RA-158,FASE 5,,2017,7.1,9.0,2.52,,7.545,10.0,1,7.297425,2023,5.0,6.0,0.0,,,7.233,1,5,0,2023
RA-161,FASE 5,14.0,2018,0.0,7.3,2.52,14.0,7.795,10.0,1,6.250166667,2023,5.0,5.0,0.0,-14.0,-6.7,6.935833333333334,2,5,0,2023
RA-164,FASE 5,16.0,2018,0.0,8.2,2.52,16.0,6.9625,5.0,-1,5.638666667,2023,5.0,5.0,1.0,-16.0,-7.800000000000001,6.447083333333333,3,5,1,2023
RA-1210,FASE 5,16.0,2023,9.6,9.4,5.0,16.0,8.09,5.0,-1,7.171083333,2023,5.0,0.0,1.0,-6.4,-6.6,8.848333333333334,2,5,0,2023
RA-165,FASE 5,,2017,6.7,9.2,2.52,,7.795,10.0,0,7.583433333,2023,5.0,6.0,0.0,,,7.242999999999999,1,5,0,2023
RA-40,FASE 6,17.0,2016,7.5,8.2,7.52,17.0,7.755,5.0,-1,7.169975,2023,6.0,7.0,1.0,-9.5,-8.8,8.829166666666667,1,6,0,2023
RA-1214,FASE 6,16.0,2023,9.6,9.8,6.89,16.0,7.6725,10.0,0,8.378666667,2023,6.0,0.0,0.0,-6.4,-6.199999999999999,9.99375,0,6,0,2023
RA-45,FASE 6,,2019,7.1,9.6,6.26,,8.1725,10.0,0,8.303591667,2023,6.0,4.0,0.0,,,8.2265,0,6,0,2023
RA-56,FASE 6,16.0,2019,9.6,9.5,5.0,16.0,7.8,10.0,0,8.284333333,2023,6.0,4.0,0.0,-6.4,-6.5,9.65,1,6,0,2023
RA-57,FASE 6,,2017,0.0,8.0,5.63,,7.755,5.0,-1,6.450875,2023,6.0,6.0,1.0,,,5.276999999999999,3,6,0,2023
RA-58,FASE 6,,2017,0.0,9.7,6.26,,8.3825,10.0,0,7.70625,2023,6.0,6.0,0.0,,,6.8685,1,6,0,2023
RA-59,FASE 6,,2022,7.5,9.6,5.63,,8.4225,5.0,-2,7.692291667,2023,6.0,1.0,1.0,,,7.230500000000001,2,6,0,2023
RA-1216,FASE 6,19.0,2023,9.6,9.0,5.63,19.0,7.795,5.0,-2,7.7105,2023,6.0,0.0,1.0,-9.4,-10.0,9.3375,2,6,0,2023
RA-78,FASE 6,,2018,0.0,7.7,6.26,,8.0025,5.0,-2,6.434625,2023,6.0,5.0,1.0,,,5.3925,2,6,0,2023
RA-64,FASE 6,,2019,7.5,9.2,6.89,,7.9625,5.0,-1,7.452541667,2023,6.0,4.0,1.0,,,7.3105,1,6,0,2023
RA-48,FASE 6,16.0,2017,6.7,8.4,6.26,16.0,7.6275,10.0,0,7.797058333,2023,6.0,6.0,0.0,-9.3,-7.6,9.164583333333333,0,6,0,2023
RA-80,FASE 6,,2017,8.3,8.4,6.89,,7.465,5.0,-1,7.252275,2023,6.0,6.0,1.0,,,7.211000000000001,1,6,0,2023
RA-91,FASE 6,,2016,10.0,7.4,6.89,,7.4675,5.0,-1,7.42395,2023,6.0,7.0,1.0,,,7.3515,1,6,1,2023
RA-92,FASE 6,,2016,9.6,9.4,5.63,,7.045,5.0,-1,7.375916667,2023,6.0,7.0,1.0,,,7.334999999999999,2,6,0,2023
RA-96,FASE 6,17.0,2021,9.6,8.9,7.52,17.0,7.84,5.0,-1,7.610791667,2023,6.0,2.0,1.0,-7.4,-8.1,9.31,1,6,0,2023
RA-1220,FASE 6,17.0,2023,0.0,9.0,5.0,17.0,7.63,5.0,-1,6.46725,2023,6.0,0.0,1.0,-17.0,-8.0,7.271666666666667,3,6,1,2023
RA-87,FASE 6,16.0,2021,7.5,10.0,5.63,16.0,8.385,10.0,0,8.6625,2023,6.0,2.0,0.0,-8.5,-6.0,9.585833333333332,1,6,0,2023
RA-1221,FASE 7,22.0,2023,9.2,9.1,6.26,22.0,8.09,5.0,-1,8.027466667,2023,7.0,0.0,1.0,-12.8,-12.9,9.941666666666665,1,7,0,2023
RA-27,FASE 7,,2016,6.7,7.7,6.89,,8.8825,10.0,0,7.921266667,2023,7.0,7.0,0.0,,,8.0345,0,7,0,2023
RA-19,FASE 7,19.0,2022,7.9,9.4,5.63,19.0,8.1725,5.0,-1,7.710866667,2023,7.0,1.0,1.0,-11.1,-9.6,9.18375,2,7,0,2023
RA-62,FASE 7,17.0,2022,0.0,9.8,6.89,17.0,8.215,10.0,0,7.610333333,2023,7.0,1.0,0.0,-17.0,-7.199999999999999,8.650833333333333,1,7,0,2023
RA-38,FASE 7,17.0,2017,9.6,9.7,7.52,17.0,8.8825,10.0,0,8.835333333,2023,7.0,6.0,0.0,-7.4,-7.300000000000001,10.450416666666666,0,7,0,2023
RA-1224,FASE 7,,2023,8.3,9.4,5.0,,7.6325,5.0,-1,7.5524,2023,7.0,0.0,1.0,,,7.0665000000000004,2,7,0,2023
RA-39,FASE 7,17.0,2017,9.6,9.1,7.52,17.0,8.7575,10.0,0,8.710333333,2023,7.0,6.0,0.0,-7.4,-7.9,10.329583333333334,0,7,0,2023
RA-1225,FASE 7,18.0,2023,7.5,,2.52,18.0,,5.0,-1,,2023,7.0,0.0,1.0,-10.5,,8.254999999999999,2,7,0,2023
RA-76,FASE 7,15.0,2017,10.0,,2.52,15.0,,10.0,2,,2023,7.0,6.0,0.0,-5.0,,9.379999999999999,1,7,0,2023
RA-26,FASE 7,,2022,0.0,,7.52,,,5.0,-1,,2023,7.0,1.0,1.0,,,4.173333333333333,2,7,0,2023
RA-1226,FASE 7,,2023,9.2,,7.52,,,10.0,1,,2023,7.0,0.0,0.0,,,8.906666666666666,0,7,0,2023
RA-93,FASE 7,16.0,2016,7.9,,3.14,16.0,,10.0,1,,2023,7.0,7.0,0.0,-8.1,,9.26,1,7,0,2023
RA-119,FASE 7,15.0,2016,6.7,,2.52,15.0,,10.0,2,,2023,7.0,7.0,0.0,-8.3,,8.555,1,7,0,2023
RA-1227,FASE 7,16.0,2023,9.2,,2.52,16.0,,10.0,1,,2023,7.0,0.0,0.0,-6.800000000000001,,9.43,1,7,0,2023
RA-1228,FASE 7,17.0,2023,7.5,,2.52,17.0,,10.0,0,,2023,7.0,0.0,0.0,-9.5,,9.254999999999999,1,7,0,2023
RA-1229,FASE 7,,2023,8.3,,7.52,,,10.0,1,,2023,7.0,0.0,0.0,,,8.606666666666667,0,7,0,2023
RA-98,FASE 7,15.0,2017,7.9,,2.52,15.0,,10.0,2,,2023,7.0,6.0,0.0,-7.1,,8.855,1,7,0,2023
RA-172,FASE 7,15.0,2018,0.0,,3.77,15.0,,10.0,2,,2023,7.0,5.0,0.0,-15.0,,7.1925,2,7,0,2023
RA-86,FASE 7,,2016,8.3,,6.89,,,10.0,0,,2023,7.0,7.0,0.0,,,8.396666666666667,0,7,0,2023
RA-1230,FASE 7,16.0,2021,0.0,,2.52,16.0,,10.0,1,,2023,7.0,2.0,0.0,-16.0,,7.13,2,7,0,2023
RA-1231,FASE 8,22.0,2021,,,,22.0,,10.0,0,,2023,8.0,2.0,0.0,,,16.0,0,8,0,2023
RA-1232,FASE 8,21.0,2021,,,,21.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.5,0,8,0,2023
RA-1233,FASE 8,22.0,2021,,,,22.0,,10.0,0,,2023,8.0,2.0,0.0,,,16.0,0,8,0,2023
RA-1234,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1235,FASE 8,21.0,2021,,,,21.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.5,0,8,0,2023
RA-1236,FASE 8,21.0,2021,,,,21.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.5,0,8,0,2023
RA-1237,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1238,FASE 8,21.0,2021,,,,21.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.5,0,8,0,2023
RA-1239,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1240,FASE 8,20.0,2021,,,,20.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.0,0,8,0,2023
RA-1241,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1242,FASE 8,19.0,2021,,,,19.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.5,0,8,0,2023
RA-1244,FASE 8,20.0,2021,,,,20.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.0,0,8,0,2023
RA-1245,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1246,FASE 8,20.0,2021,,,,20.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.0,0,8,0,2023
RA-1248,FASE 8,20.0,2021,,,,20.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.0,0,8,0,2023
RA-1249,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1250,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1251,FASE 8,20.0,2021,,,,20.0,,10.0,0,,2023,8.0,2.0,0.0,,,15.0,0,8,0,2023
RA-1252,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1253,FASE 8,23.0,2021,,,,23.0,,10.0,0,,2023,8.0,2.0,0.0,,,16.5,0,8,0,2023
RA-1254,FASE 8,19.0,2021,,,,19.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.5,0,8,0,2023
RA-1255,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1256,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-1257,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-1258,FASE 8,24.0,2021,,,,24.0,,10.0,0,,2023,8.0,2.0,0.0,,,17.0,0,8,0,2023
RA-1259,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1260,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1261,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1262,FASE 8,19.0,2021,,,,19.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.5,0,8,0,2023
RA-1263,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1264,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1265,FASE 8,,2022,,,,,,10.0,0,,2023,8.0,1.0,0.0,,,10.0,0,8,0,2023
RA-1266,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1267,FASE 8,22.0,2021,,,,22.0,,10.0,0,,2023,8.0,2.0,0.0,,,16.0,0,8,0,2023
RA-1268,FASE 8,19.0,2021,,,,19.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.5,0,8,0,2023
RA-14,FASE 8,21.0,2022,,,,21.0,,10.0,0,,2023,8.0,1.0,0.0,,,15.5,0,8,0,2023
RA-13,FASE 8,18.0,2016,,,,18.0,,10.0,0,,2023,8.0,7.0,0.0,,,14.0,0,8,0,2023
RA-12,FASE 8,18.0,2020,,,,18.0,,10.0,0,,2023,8.0,3.0,0.0,,,14.0,0,8,0,2023
RA-7,FASE 8,,2017,,,,,,10.0,0,,2023,8.0,6.0,0.0,,,10.0,0,8,0,2023
RA-6,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1,FASE 8,,2016,,,,,,10.0,0,,2023,8.0,7.0,0.0,,,10.0,0,8,0,2023
RA-36,FASE 8,18.0,2019,,,,18.0,,10.0,0,,2023,8.0,4.0,0.0,,,14.0,0,8,0,2023
RA-35,FASE 8,18.0,2019,,,,18.0,,10.0,0,,2023,8.0,4.0,0.0,,,14.0,0,8,0,2023
RA-31,FASE 8,18.0,2019,,,,18.0,,10.0,0,,2023,8.0,4.0,0.0,,,14.0,0,8,0,2023
RA-23,FASE 8,,2021,,,,,,10.0,1,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-88,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-1269,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-49,FASE 8,18.0,2022,,,,18.0,,10.0,0,,2023,8.0,1.0,0.0,,,14.0,0,8,0,2023
RA-1270,FASE 8,19.0,2021,,,,19.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.5,0,8,0,2023
RA-29,FASE 8,,2022,,,,,,10.0,0,,2023,8.0,1.0,0.0,,,10.0,0,8,0,2023
RA-17,FASE 8,,2022,,,,,,10.0,0,,2023,8.0,1.0,0.0,,,10.0,0,8,0,2023
RA-21,FASE 8,19.0,2022,,,,19.0,,10.0,0,,2023,8.0,1.0,0.0,,,14.5,0,8,0,2023
RA-25,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-2,FASE 8,18.0,2017,,,,18.0,,10.0,0,,2023,8.0,6.0,0.0,,,14.0,0,8,0,2023
RA-1271,FASE 8,18.0,2021,,,,18.0,,10.0,0,,2023,8.0,2.0,0.0,,,14.0,0,8,0,2023
RA-1272,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
RA-1273,FASE 8,17.0,2023,,,,17.0,,10.0,1,,2023,8.0,0.0,0.0,,,13.5,0,8,0,2023
RA-1274,FASE 8,,2021,,,,,,10.0,0,,2023,8.0,2.0,0.0,,,10.0,0,8,0,2023
